shift_log_id,machine_id,shift_start,shift_type,planned_time_min,operating_time_min,downtime_min,downtime_reason,total_units,good_units,defective_units
SFT_00518,MCH_L2_01,2023-06-22 16:00:00,Shift C (Night),480,480,0,None,903,872,31
SFT_00519,MCH_L3_02,2023-06-23 00:00:00,Shift A (Morning),480,480,0,None,910,865,45
SFT_00520,MCH_L1_02,2023-06-23 08:00:00,Shift B (Evening),480,480,0,None,847,833,14
SFT_00521,MCH_L2_03,2023-06-23 16:00:00,Shift C (Night),480,480,0,None,861,822,39
SFT_00522,MCH_L3_04,2023-06-24 00:00:00,Shift A (Morning),480,427,53,Calibration Lag,754,733,21
SFT_00523,MCH_L2_04,2023-06-24 08:00:00,Shift B (Evening),480,442,38,Pressure Loss,810,792,18
SFT_00524,MCH_L2_03,2023-06-24 16:00:00,Shift C (Night),480,475,5,Pressure Loss,916,905,11
SFT_00525,MCH_L2_03,2023-06-25 00:00:00,Shift A (Morning),480,477,3,Pressure Loss,854,832,22
SFT_00526,MCH_L1_01,2023-06-25 08:00:00,Shift B (Evening),480,452,28,Tool Breakdown,884,868,16
SFT_00527,MCH_L1_02,2023-06-25 16:00:00,Shift C (Night),480,480,0,None,864,824,40
SFT_00528,MCH_L1_02,2023-06-26 00:00:00,Shift A (Morning),480,480,0,None,916,900,16
SFT_00529,MCH_L2_04,2023-06-26 08:00:00,Shift B (Evening),480,480,0,None,876,840,36
SFT_00530,MCH_L2_03,2023-06-26 16:00:00,Shift C (Night),480,480,0,None,851,823,28
SFT_00531,MCH_L3_04,2023-06-27 00:00:00,Shift A (Morning),480,480,0,None,922,900,22
SFT_00532,MCH_L2_02,2023-06-27 08:00:00,Shift B (Evening),480,480,0,None,851,816,35
SFT_00533,MCH_L3_04,2023-06-27 16:00:00,Shift C (Night),480,480,0,None,858,833,25
SFT_00534,MCH_L2_04,2023-06-28 00:00:00,Shift A (Morning),480,480,0,None,913,886,27
SFT_00535,MCH_L3_01,2023-06-28 08:00:00,Shift B (Evening),480,480,0,None,874,838,36
SFT_00536,MCH_L1_03,2023-06-28 16:00:00,Shift C (Night),480,480,0,None,878,865,13
SFT_00537,MCH_L1_04,2023-06-29 00:00:00,Shift A (Morning),480,480,0,None,850,836,14
SFT_00538,MCH_L3_02,2023-06-29 08:00:00,Shift B (Evening),480,443,37,Tool Breakdown,808,789,19
SFT_00539,MCH_L3_05,2023-06-29 16:00:00,Shift C (Night),480,480,0,None,883,843,40
SFT_00540,MCH_L3_05,2023-06-30 00:00:00,Shift A (Morning),480,390,90,Calibration Lag,740,707,33
SFT_00541,MCH_L1_04,2023-06-30 08:00:00,Shift B (Evening),480,472,8,Tool Breakdown,877,855,22
SFT_00542,MCH_L2_03,2023-06-30 16:00:00,Shift C (Night),480,467,13,Tool Breakdown,897,877,20
SFT_00543,MCH_L2_01,2023-07-01 00:00:00,Shift A (Morning),480,480,0,None,855,821,34
SFT_00544,MCH_L1_01,2023-07-01 08:00:00,Shift B (Evening),480,480,0,None,888,872,16
SFT_00545,MCH_L2_05,2023-07-01 16:00:00,Shift C (Night),480,467,13,Tool Breakdown,895,858,37
SFT_00546,MCH_L1_03,2023-07-02 00:00:00,Shift A (Morning),480,480,0,None,897,863,34
SFT_00547,MCH_L3_05,2023-07-02 08:00:00,Shift B (Evening),480,480,0,None,923,878,45
SFT_00548,MCH_L3_01,2023-07-02 16:00:00,Shift C (Night),480,467,13,Material Starvation,908,877,31
SFT_00549,MCH_L3_01,2023-07-03 00:00:00,Shift A (Morning),480,480,0,None,879,841,38
SFT_00550,MCH_L3_03,2023-07-03 08:00:00,Shift B (Evening),480,480,0,None,935,909,26
SFT_00551,MCH_L3_05,2023-07-03 16:00:00,Shift C (Night),480,480,0,None,885,861,24
SFT_00552,MCH_L2_04,2023-07-04 00:00:00,Shift A (Morning),480,480,0,None,857,836,21
SFT_00553,MCH_L2_03,2023-07-04 08:00:00,Shift B (Evening),480,480,0,None,921,887,34
SFT_00554,MCH_L2_01,2023-07-04 16:00:00,Shift C (Night),480,480,0,None,866,851,15
SFT_00555,MCH_L1_04,2023-07-05 00:00:00,Shift A (Morning),480,474,6,Tool Breakdown,850,812,38
SFT_00556,MCH_L2_05,2023-07-05 08:00:00,Shift B (Evening),480,480,0,None,892,857,35
SFT_00557,MCH_L3_02,2023-07-05 16:00:00,Shift C (Night),480,480,0,None,915,899,16
SFT_00558,MCH_L1_02,2023-07-06 00:00:00,Shift A (Morning),480,472,8,Tool Breakdown,850,818,32
SFT_00559,MCH_L3_05,2023-07-06 08:00:00,Shift B (Evening),480,480,0,None,877,858,19
SFT_00560,MCH_L2_03,2023-07-06 16:00:00,Shift C (Night),480,480,0,None,850,818,32
SFT_00561,MCH_L1_05,2023-07-07 00:00:00,Shift A (Morning),480,480,0,None,913,894,19
SFT_00562,MCH_L2_01,2023-07-07 08:00:00,Shift B (Evening),480,480,0,None,897,864,33
SFT_00563,MCH_L2_03,2023-07-07 16:00:00,Shift C (Night),480,461,19,Tool Breakdown,865,844,21
SFT_00564,MCH_L3_05,2023-07-08 00:00:00,Shift A (Morning),480,456,24,Tool Breakdown,836,822,14
SFT_00565,MCH_L2_05,2023-07-08 08:00:00,Shift B (Evening),480,418,62,Material Starvation,797,772,25
SFT_00566,MCH_L3_01,2023-07-08 16:00:00,Shift C (Night),480,480,0,None,921,887,34
SFT_00567,MCH_L2_02,2023-07-09 00:00:00,Shift A (Morning),480,480,0,None,896,869,27
SFT_00568,MCH_L1_01,2023-07-09 08:00:00,Shift B (Evening),480,480,0,None,911,881,30
SFT_00569,MCH_L1_02,2023-07-09 16:00:00,Shift C (Night),480,480,0,None,853,836,17
SFT_00570,MCH_L2_02,2023-07-10 00:00:00,Shift A (Morning),480,480,0,None,893,872,21
SFT_00571,MCH_L1_04,2023-07-10 08:00:00,Shift B (Evening),480,480,0,None,887,865,22
SFT_00572,MCH_L1_05,2023-07-10 16:00:00,Shift C (Night),480,472,8,Tool Breakdown,885,863,22
SFT_00573,MCH_L3_02,2023-07-11 00:00:00,Shift A (Morning),480,480,0,None,891,873,18
SFT_00574,MCH_L2_02,2023-07-11 08:00:00,Shift B (Evening),480,480,0,None,852,843,9
SFT_00575,MCH_L2_04,2023-07-11 16:00:00,Shift C (Night),480,480,0,None,870,834,36
SFT_00576,MCH_L2_01,2023-07-12 00:00:00,Shift A (Morning),480,480,0,None,870,832,38
SFT_00577,MCH_L1_03,2023-07-12 08:00:00,Shift B (Evening),480,480,0,None,861,835,26
SFT_00578,MCH_L3_05,2023-07-12 16:00:00,Shift C (Night),480,480,0,None,865,851,14
SFT_00579,MCH_L1_05,2023-07-13 00:00:00,Shift A (Morning),480,480,0,None,917,887,30
SFT_00580,MCH_L1_05,2023-07-13 08:00:00,Shift B (Evening),480,480,0,None,939,930,9
SFT_00581,MCH_L2_01,2023-07-13 16:00:00,Shift C (Night),480,480,0,None,852,814,38
SFT_00582,MCH_L3_02,2023-07-14 00:00:00,Shift A (Morning),480,480,0,None,889,878,11
SFT_00583,MCH_L1_02,2023-07-14 08:00:00,Shift B (Evening),480,452,28,Tool Breakdown,842,826,16
SFT_00584,MCH_L3_05,2023-07-14 16:00:00,Shift C (Night),480,480,0,None,872,863,9
SFT_00585,MCH_L3_02,2023-07-15 00:00:00,Shift A (Morning),480,458,22,Tool Breakdown,814,806,8
SFT_00586,MCH_L1_03,2023-07-15 08:00:00,Shift B (Evening),480,428,52,Pressure Loss,799,761,38
SFT_00587,MCH_L3_05,2023-07-15 16:00:00,Shift C (Night),480,480,0,None,912,899,13
SFT_00588,MCH_L3_01,2023-07-16 00:00:00,Shift A (Morning),480,480,0,None,921,887,34
SFT_00589,MCH_L2_03,2023-07-16 08:00:00,Shift B (Evening),480,480,0,None,858,835,23
SFT_00590,MCH_L3_01,2023-07-16 16:00:00,Shift C (Night),480,480,0,None,911,875,36
SFT_00591,MCH_L2_05,2023-07-17 00:00:00,Shift A (Morning),480,480,0,None,875,853,22
SFT_00592,MCH_L2_04,2023-07-17 08:00:00,Shift B (Evening),480,480,0,None,932,902,30
SFT_00593,MCH_L2_02,2023-07-17 16:00:00,Shift C (Night),480,480,0,None,856,840,16
SFT_00594,MCH_L3_05,2023-07-18 00:00:00,Shift A (Morning),480,480,0,None,939,923,16
SFT_00595,MCH_L1_03,2023-07-18 08:00:00,Shift B (Evening),480,480,0,None,905,879,26
SFT_00596,MCH_L3_03,2023-07-18 16:00:00,Shift C (Night),480,480,0,None,853,830,23
SFT_00597,MCH_L2_04,2023-07-19 00:00:00,Shift A (Morning),480,450,30,Material Starvation,842,806,36
SFT_00598,MCH_L2_01,2023-07-19 08:00:00,Shift B (Evening),480,469,11,Material Starvation,908,866,42
SFT_00599,MCH_L3_03,2023-07-19 16:00:00,Shift C (Night),480,461,19,Tool Breakdown,857,839,18
SFT_00600,MCH_L2_01,2023-07-20 00:00:00,Shift A (Morning),480,480,0,None,939,898,41
SFT_00601,MCH_L3_03,2023-07-20 08:00:00,Shift B (Evening),480,480,0,None,879,840,39
SFT_00602,MCH_L1_01,2023-07-20 16:00:00,Shift C (Night),480,359,121,Tool Breakdown,665,656,9
SFT_00603,MCH_L1_04,2023-07-21 00:00:00,Shift A (Morning),480,476,4,Calibration Lag,931,890,41
SFT_00604,MCH_L1_01,2023-07-21 08:00:00,Shift B (Evening),480,480,0,None,875,835,40
SFT_00605,MCH_L1_05,2023-07-21 16:00:00,Shift C (Night),480,480,0,None,881,839,42
SFT_00606,MCH_L1_04,2023-07-22 00:00:00,Shift A (Morning),480,480,0,None,863,825,38
SFT_00607,MCH_L3_03,2023-07-22 08:00:00,Shift B (Evening),480,480,0,None,935,916,19
SFT_00608,MCH_L2_02,2023-07-22 16:00:00,Shift C (Night),480,480,0,None,931,920,11
SFT_00609,MCH_L3_02,2023-07-23 00:00:00,Shift A (Morning),480,480,0,None,882,859,23
SFT_00610,MCH_L3_02,2023-07-23 08:00:00,Shift B (Evening),480,480,0,None,914,882,32
SFT_00611,MCH_L3_04,2023-07-23 16:00:00,Shift C (Night),480,480,0,None,906,868,38
SFT_00612,MCH_L1_03,2023-07-24 00:00:00,Shift A (Morning),480,480,0,None,909,880,29
SFT_00613,MCH_L3_01,2023-07-24 08:00:00,Shift B (Evening),480,448,32,Calibration Lag,816,799,17
SFT_00614,MCH_L1_04,2023-07-24 16:00:00,Shift C (Night),480,370,110,Tool Breakdown,691,669,22
SFT_00615,MCH_L1_01,2023-07-25 00:00:00,Shift A (Morning),480,480,0,None,851,830,21
SFT_00616,MCH_L1_04,2023-07-25 08:00:00,Shift B (Evening),480,476,4,Tool Breakdown,924,905,19
SFT_00617,MCH_L3_04,2023-07-25 16:00:00,Shift C (Night),480,447,33,Pressure Loss,836,819,17
SFT_00618,MCH_L1_02,2023-07-26 00:00:00,Shift A (Morning),480,472,8,Calibration Lag,850,833,17
SFT_00619,MCH_L3_05,2023-07-26 08:00:00,Shift B (Evening),480,352,128,Tool Breakdown,627,617,10
SFT_00620,MCH_L2_02,2023-07-26 16:00:00,Shift C (Night),480,429,51,Material Starvation,826,795,31
SFT_00621,MCH_L2_04,2023-07-27 00:00:00,Shift A (Morning),480,480,0,None,919,893,26
SFT_00622,MCH_L2_02,2023-07-27 08:00:00,Shift B (Evening),480,376,104,Tool Breakdown,734,710,24
SFT_00623,MCH_L2_04,2023-07-27 16:00:00,Shift C (Night),480,480,0,None,887,852,35
SFT_00624,MCH_L3_05,2023-07-28 00:00:00,Shift A (Morning),480,480,0,None,910,872,38
SFT_00625,MCH_L2_01,2023-07-28 08:00:00,Shift B (Evening),480,480,0,None,915,872,43
SFT_00626,MCH_L2_04,2023-07-28 16:00:00,Shift C (Night),480,480,0,None,892,859,33
SFT_00627,MCH_L3_03,2023-07-29 00:00:00,Shift A (Morning),480,480,0,None,895,861,34
SFT_00628,MCH_L1_04,2023-07-29 08:00:00,Shift B (Evening),480,480,0,None,900,857,43
SFT_00629,MCH_L3_02,2023-07-29 16:00:00,Shift C (Night),480,480,0,None,856,824,32
SFT_00630,MCH_L3_03,2023-07-30 00:00:00,Shift A (Morning),480,480,0,None,929,891,38
SFT_00631,MCH_L3_05,2023-07-30 08:00:00,Shift B (Evening),480,480,0,None,872,861,11
SFT_00632,MCH_L2_04,2023-07-30 16:00:00,Shift C (Night),480,480,0,None,928,882,46
SFT_00633,MCH_L1_01,2023-07-31 00:00:00,Shift A (Morning),480,480,0,None,904,861,43
SFT_00634,MCH_L1_03,2023-07-31 08:00:00,Shift B (Evening),480,480,0,None,873,859,14
SFT_00635,MCH_L2_03,2023-07-31 16:00:00,Shift C (Night),480,480,0,None,867,832,35
SFT_00636,MCH_L2_02,2023-08-01 00:00:00,Shift A (Morning),480,441,39,Material Starvation,784,763,21
SFT_00637,MCH_L3_05,2023-08-01 08:00:00,Shift B (Evening),480,480,0,None,864,848,16
SFT_00638,MCH_L1_03,2023-08-01 16:00:00,Shift C (Night),480,480,0,None,893,873,20
SFT_00639,MCH_L2_02,2023-08-02 00:00:00,Shift A (Morning),480,480,0,None,885,848,37
SFT_00640,MCH_L3_05,2023-08-02 08:00:00,Shift B (Evening),480,480,0,None,940,901,39
SFT_00641,MCH_L1_03,2023-08-02 16:00:00,Shift C (Night),480,416,64,Tool Breakdown,790,782,8
SFT_00642,MCH_L3_05,2023-08-03 00:00:00,Shift A (Morning),480,480,0,None,926,893,33
SFT_00643,MCH_L2_05,2023-08-03 08:00:00,Shift B (Evening),480,480,0,None,871,837,34
SFT_00644,MCH_L1_02,2023-08-03 16:00:00,Shift C (Night),480,475,5,Pressure Loss,877,843,34
SFT_00645,MCH_L3_05,2023-08-04 00:00:00,Shift A (Morning),480,480,0,None,845,820,25
SFT_00646,MCH_L2_02,2023-08-04 08:00:00,Shift B (Evening),480,480,0,None,929,917,12
SFT_00647,MCH_L2_04,2023-08-04 16:00:00,Shift C (Night),480,480,0,None,924,900,24
SFT_00648,MCH_L3_03,2023-08-05 00:00:00,Shift A (Morning),480,480,0,None,934,910,24
SFT_00649,MCH_L2_03,2023-08-05 08:00:00,Shift B (Evening),480,480,0,None,917,880,37
SFT_00650,MCH_L2_04,2023-08-05 16:00:00,Shift C (Night),480,480,0,None,925,903,22
SFT_00651,MCH_L3_05,2023-08-06 00:00:00,Shift A (Morning),480,480,0,None,911,878,33
SFT_00652,MCH_L3_01,2023-08-06 08:00:00,Shift B (Evening),480,480,0,None,857,832,25
SFT_00653,MCH_L3_04,2023-08-06 16:00:00,Shift C (Night),480,424,56,Material Starvation,814,777,37
SFT_00654,MCH_L1_04,2023-08-07 00:00:00,Shift A (Morning),480,480,0,None,933,917,16
SFT_00655,MCH_L3_05,2023-08-07 08:00:00,Shift B (Evening),480,480,0,None,864,846,18
SFT_00656,MCH_L3_04,2023-08-07 16:00:00,Shift C (Night),480,448,32,Tool Breakdown,793,771,22
SFT_00657,MCH_L2_05,2023-08-08 00:00:00,Shift A (Morning),480,480,0,None,927,897,30
SFT_00658,MCH_L3_01,2023-08-08 08:00:00,Shift B (Evening),480,474,6,Calibration Lag,884,875,9
SFT_00659,MCH_L1_03,2023-08-08 16:00:00,Shift C (Night),480,480,0,None,875,857,18
SFT_00660,MCH_L2_02,2023-08-09 00:00:00,Shift A (Morning),480,461,19,Material Starvation,902,876,26
SFT_00661,MCH_L2_05,2023-08-09 08:00:00,Shift B (Evening),480,480,0,None,878,857,21
SFT_00662,MCH_L2_04,2023-08-09 16:00:00,Shift C (Night),480,480,0,None,849,840,9
SFT_00663,MCH_L2_02,2023-08-10 00:00:00,Shift A (Morning),480,480,0,None,930,911,19
SFT_00664,MCH_L3_05,2023-08-10 08:00:00,Shift B (Evening),480,476,4,Material Starvation,915,873,42
SFT_00665,MCH_L1_02,2023-08-10 16:00:00,Shift C (Night),480,480,0,None,847,816,31
SFT_00666,MCH_L1_04,2023-08-11 00:00:00,Shift A (Morning),480,480,0,None,937,901,36
SFT_00667,MCH_L1_05,2023-08-11 08:00:00,Shift B (Evening),480,480,0,None,852,813,39
SFT_00668,MCH_L1_03,2023-08-11 16:00:00,Shift C (Night),480,480,0,None,904,867,37
SFT_00669,MCH_L1_02,2023-08-12 00:00:00,Shift A (Morning),480,480,0,None,854,822,32
SFT_00670,MCH_L1_03,2023-08-12 08:00:00,Shift B (Evening),480,408,72,Material Starvation,762,749,13
SFT_00671,MCH_L1_02,2023-08-12 16:00:00,Shift C (Night),480,473,7,Tool Breakdown,873,846,27
SFT_00672,MCH_L3_03,2023-08-13 00:00:00,Shift A (Morning),480,440,40,Calibration Lag,802,791,11
SFT_00673,MCH_L3_05,2023-08-13 08:00:00,Shift B (Evening),480,480,0,None,866,841,25
SFT_00674,MCH_L1_03,2023-08-13 16:00:00,Shift C (Night),480,406,74,Tool Breakdown,770,735,35
SFT_00675,MCH_L3_03,2023-08-14 00:00:00,Shift A (Morning),480,480,0,None,893,849,44
SFT_00676,MCH_L3_01,2023-08-14 08:00:00,Shift B (Evening),480,480,0,None,892,881,11
SFT_00677,MCH_L2_01,2023-08-14 16:00:00,Shift C (Night),480,480,0,None,917,907,10
SFT_00678,MCH_L1_04,2023-08-15 00:00:00,Shift A (Morning),480,480,0,None,866,856,10
SFT_00679,MCH_L3_03,2023-08-15 08:00:00,Shift B (Evening),480,480,0,None,878,847,31
SFT_00680,MCH_L3_04,2023-08-15 16:00:00,Shift C (Night),480,480,0,None,921,907,14
SFT_00681,MCH_L1_02,2023-08-16 00:00:00,Shift A (Morning),480,480,0,None,908,870,38
SFT_00682,MCH_L1_04,2023-08-16 08:00:00,Shift B (Evening),480,480,0,None,892,857,35
SFT_00683,MCH_L1_03,2023-08-16 16:00:00,Shift C (Night),480,480,0,None,896,878,18
SFT_00684,MCH_L3_02,2023-08-17 00:00:00,Shift A (Morning),480,470,10,Material Starvation,884,844,40
SFT_00685,MCH_L2_01,2023-08-17 08:00:00,Shift B (Evening),480,480,0,None,925,907,18
SFT_00686,MCH_L1_01,2023-08-17 16:00:00,Shift C (Night),480,480,0,None,861,841,20
SFT_00687,MCH_L2_05,2023-08-18 00:00:00,Shift A (Morning),480,480,0,None,854,824,30
SFT_00688,MCH_L1_05,2023-08-18 08:00:00,Shift B (Evening),480,240,240,Calibration Lag,459,441,18
SFT_00689,MCH_L3_02,2023-08-18 16:00:00,Shift C (Night),480,466,14,Tool Breakdown,827,801,26
SFT_00690,MCH_L2_03,2023-08-19 00:00:00,Shift A (Morning),480,480,0,None,927,912,15
SFT_00691,MCH_L1_02,2023-08-19 08:00:00,Shift B (Evening),480,480,0,None,932,910,22
SFT_00692,MCH_L2_05,2023-08-19 16:00:00,Shift C (Night),480,350,130,Calibration Lag,673,652,21
SFT_00693,MCH_L2_02,2023-08-20 00:00:00,Shift A (Morning),480,480,0,None,886,865,21
SFT_00694,MCH_L3_04,2023-08-20 08:00:00,Shift B (Evening),480,480,0,None,908,868,40
SFT_00695,MCH_L2_01,2023-08-20 16:00:00,Shift C (Night),480,480,0,None,864,834,30
SFT_00696,MCH_L1_05,2023-08-21 00:00:00,Shift A (Morning),480,480,0,None,937,904,33
SFT_00697,MCH_L3_04,2023-08-21 08:00:00,Shift B (Evening),480,480,0,None,875,850,25
SFT_00698,MCH_L3_01,2023-08-21 16:00:00,Shift C (Night),480,480,0,None,922,886,36
SFT_00699,MCH_L3_03,2023-08-22 00:00:00,Shift A (Morning),480,480,0,None,874,852,22
SFT_00700,MCH_L3_01,2023-08-22 08:00:00,Shift B (Evening),480,480,0,None,897,859,38
SFT_00701,MCH_L3_05,2023-08-22 16:00:00,Shift C (Night),480,480,0,None,875,842,33
SFT_00702,MCH_L2_04,2023-08-23 00:00:00,Shift A (Morning),480,364,116,Pressure Loss,651,636,15
SFT_00703,MCH_L3_03,2023-08-23 08:00:00,Shift B (Evening),480,480,0,None,896,871,25
SFT_00704,MCH_L3_01,2023-08-23 16:00:00,Shift C (Night),480,480,0,None,854,829,25
SFT_00705,MCH_L2_02,2023-08-24 00:00:00,Shift A (Morning),480,480,0,None,852,828,24
SFT_00706,MCH_L3_01,2023-08-24 08:00:00,Shift B (Evening),480,480,0,None,886,851,35
SFT_00707,MCH_L2_02,2023-08-24 16:00:00,Shift C (Night),480,480,0,None,871,849,22
SFT_00708,MCH_L2_02,2023-08-25 00:00:00,Shift A (Morning),480,427,53,Tool Breakdown,770,743,27
SFT_00709,MCH_L2_01,2023-08-25 08:00:00,Shift B (Evening),480,480,0,None,938,924,14
SFT_00710,MCH_L1_01,2023-08-25 16:00:00,Shift C (Night),480,480,0,None,856,847,9
SFT_00711,MCH_L2_02,2023-08-26 00:00:00,Shift A (Morning),480,480,0,None,878,862,16
SFT_00712,MCH_L2_04,2023-08-26 08:00:00,Shift B (Evening),480,480,0,None,928,902,26
SFT_00713,MCH_L2_02,2023-08-26 16:00:00,Shift C (Night),480,480,0,None,867,852,15
SFT_00714,MCH_L2_03,2023-08-27 00:00:00,Shift A (Morning),480,453,27,Material Starvation,802,777,25
SFT_00715,MCH_L3_02,2023-08-27 08:00:00,Shift B (Evening),480,480,0,None,917,877,40
SFT_00716,MCH_L1_01,2023-08-27 16:00:00,Shift C (Night),480,480,0,None,929,886,43
SFT_00717,MCH_L1_05,2023-08-28 00:00:00,Shift A (Morning),480,480,0,None,876,862,14
SFT_00718,MCH_L3_04,2023-08-28 08:00:00,Shift B (Evening),480,454,26,Calibration Lag,824,784,40
SFT_00719,MCH_L3_04,2023-08-28 16:00:00,Shift C (Night),480,480,0,None,927,906,21
SFT_00720,MCH_L2_05,2023-08-29 00:00:00,Shift A (Morning),480,338,142,Calibration Lag,612,594,18
SFT_00721,MCH_L1_02,2023-08-29 08:00:00,Shift B (Evening),480,480,0,None,850,833,17
SFT_00722,MCH_L2_05,2023-08-29 16:00:00,Shift C (Night),480,456,24,Tool Breakdown,826,789,37
SFT_00723,MCH_L2_02,2023-08-30 00:00:00,Shift A (Morning),480,480,0,None,886,876,10
SFT_00724,MCH_L1_03,2023-08-30 08:00:00,Shift B (Evening),480,480,0,None,885,871,14
SFT_00725,MCH_L1_05,2023-08-30 16:00:00,Shift C (Night),480,480,0,None,930,887,43
SFT_00726,MCH_L1_02,2023-08-31 00:00:00,Shift A (Morning),480,446,34,Material Starvation,800,770,30
SFT_00727,MCH_L2_05,2023-08-31 08:00:00,Shift B (Evening),480,425,55,Material Starvation,815,779,36
SFT_00728,MCH_L2_01,2023-08-31 16:00:00,Shift C (Night),480,480,0,None,879,841,38
SFT_00729,MCH_L1_05,2023-09-01 00:00:00,Shift A (Morning),480,353,127,Tool Breakdown,627,608,19
SFT_00730,MCH_L2_05,2023-09-01 08:00:00,Shift B (Evening),480,480,0,None,868,835,33
SFT_00731,MCH_L1_05,2023-09-01 16:00:00,Shift C (Night),480,480,0,None,846,818,28
SFT_00732,MCH_L2_05,2023-09-02 00:00:00,Shift A (Morning),480,480,0,None,866,849,17
SFT_00733,MCH_L1_02,2023-09-02 08:00:00,Shift B (Evening),480,480,0,None,870,827,43
SFT_00734,MCH_L2_01,2023-09-02 16:00:00,Shift C (Night),480,480,0,None,929,888,41
SFT_00735,MCH_L3_05,2023-09-03 00:00:00,Shift A (Morning),480,480,0,None,880,865,15
SFT_00736,MCH_L2_02,2023-09-03 08:00:00,Shift B (Evening),480,466,14,Pressure Loss,860,848,12
SFT_00737,MCH_L1_04,2023-09-03 16:00:00,Shift C (Night),480,452,28,Calibration Lag,828,814,14
SFT_00738,MCH_L3_01,2023-09-04 00:00:00,Shift A (Morning),480,480,0,None,882,852,30
SFT_00739,MCH_L1_03,2023-09-04 08:00:00,Shift B (Evening),480,456,24,Pressure Loss,809,785,24
SFT_00740,MCH_L1_01,2023-09-04 16:00:00,Shift C (Night),480,480,0,None,923,890,33
SFT_00741,MCH_L3_05,2023-09-05 00:00:00,Shift A (Morning),480,480,0,None,883,843,40
SFT_00742,MCH_L1_04,2023-09-05 08:00:00,Shift B (Evening),480,442,38,Material Starvation,829,806,23
SFT_00743,MCH_L3_01,2023-09-05 16:00:00,Shift C (Night),480,480,0,None,855,838,17
SFT_00744,MCH_L2_04,2023-09-06 00:00:00,Shift A (Morning),480,480,0,None,859,840,19
SFT_00745,MCH_L3_03,2023-09-06 08:00:00,Shift B (Evening),480,480,0,None,856,826,30
SFT_00746,MCH_L1_03,2023-09-06 16:00:00,Shift C (Night),480,469,11,Pressure Loss,916,889,27
SFT_00747,MCH_L2_03,2023-09-07 00:00:00,Shift A (Morning),480,480,0,None,875,856,19
SFT_00748,MCH_L3_01,2023-09-07 08:00:00,Shift B (Evening),480,480,0,None,909,883,26
SFT_00749,MCH_L2_03,2023-09-07 16:00:00,Shift C (Night),480,480,0,None,858,822,36
SFT_00750,MCH_L1_05,2023-09-08 00:00:00,Shift A (Morning),480,480,0,None,883,873,10
SFT_00751,MCH_L3_05,2023-09-08 08:00:00,Shift B (Evening),480,480,0,None,939,911,28
SFT_00752,MCH_L1_04,2023-09-08 16:00:00,Shift C (Night),480,480,0,None,846,810,36
SFT_00753,MCH_L2_03,2023-09-09 00:00:00,Shift A (Morning),480,480,0,None,849,832,17
SFT_00754,MCH_L1_04,2023-09-09 08:00:00,Shift B (Evening),480,452,28,Material Starvation,810,777,33
SFT_00755,MCH_L2_04,2023-09-09 16:00:00,Shift C (Night),480,469,11,Tool Breakdown,870,846,24
SFT_00756,MCH_L3_04,2023-09-10 00:00:00,Shift A (Morning),480,480,0,None,849,821,28
SFT_00757,MCH_L2_04,2023-09-10 08:00:00,Shift B (Evening),480,425,55,Tool Breakdown,764,745,19
SFT_00758,MCH_L3_01,2023-09-10 16:00:00,Shift C (Night),480,480,0,None,900,872,28
SFT_00759,MCH_L3_04,2023-09-11 00:00:00,Shift A (Morning),480,468,12,Tool Breakdown,861,832,29
SFT_00760,MCH_L3_01,2023-09-11 08:00:00,Shift B (Evening),480,480,0,None,867,830,37
SFT_00761,MCH_L3_01,2023-09-11 16:00:00,Shift C (Night),480,480,0,None,865,849,16
SFT_00762,MCH_L2_03,2023-09-12 00:00:00,Shift A (Morning),480,480,0,None,905,868,37
SFT_00763,MCH_L3_01,2023-09-12 08:00:00,Shift B (Evening),480,466,14,Tool Breakdown,876,853,23
SFT_00764,MCH_L2_02,2023-09-12 16:00:00,Shift C (Night),480,480,0,None,907,879,28
SFT_00765,MCH_L3_01,2023-09-13 00:00:00,Shift A (Morning),480,480,0,None,883,869,14
SFT_00766,MCH_L3_01,2023-09-13 08:00:00,Shift B (Evening),480,480,0,None,892,857,35
SFT_00767,MCH_L3_03,2023-09-13 16:00:00,Shift C (Night),480,480,0,None,873,845,28
SFT_00768,MCH_L3_01,2023-09-14 00:00:00,Shift A (Morning),480,480,0,None,915,893,22
SFT_00769,MCH_L2_05,2023-09-14 08:00:00,Shift B (Evening),480,480,0,None,873,849,24
SFT_00770,MCH_L3_05,2023-09-14 16:00:00,Shift C (Night),480,480,0,None,936,895,41
SFT_00771,MCH_L3_02,2023-09-15 00:00:00,Shift A (Morning),480,480,0,None,899,867,32
SFT_00772,MCH_L3_02,2023-09-15 08:00:00,Shift B (Evening),480,435,45,Tool Breakdown,851,812,39
SFT_00773,MCH_L3_02,2023-09-15 16:00:00,Shift C (Night),480,425,55,Tool Breakdown,806,777,29
SFT_00774,MCH_L2_01,2023-09-16 00:00:00,Shift A (Morning),480,480,0,None,893,864,29
SFT_00775,MCH_L1_05,2023-09-16 08:00:00,Shift B (Evening),480,469,11,Calibration Lag,829,807,22
SFT_00776,MCH_L3_04,2023-09-16 16:00:00,Shift C (Night),480,480,0,None,864,830,34
SFT_00777,MCH_L3_01,2023-09-17 00:00:00,Shift A (Morning),480,480,0,None,911,893,18
SFT_00778,MCH_L2_01,2023-09-17 08:00:00,Shift B (Evening),480,480,0,None,890,861,29
