log_id,machine_id,timestamp,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_minutes,failure_type,machine_failed
LOG_0004934,MCH_L3_03,2023-04-13 18:30:00,298.44,306.24,1525,37.27,199,No Failure,0
LOG_0004935,MCH_L3_02,2023-04-13 19:00:00,302.67,314.19,1763,44.67,16,No Failure,0
LOG_0004936,MCH_L3_01,2023-04-13 19:30:00,300.97,311.35,1826,32.42,206,No Failure,0
LOG_0004937,MCH_L2_04,2023-04-13 20:00:00,297.41,308.51,1339,30.41,147,No Failure,0
LOG_0004938,MCH_L1_01,2023-04-13 20:30:00,301.62,312.99,1580,59.32,44,No Failure,0
LOG_0004939,MCH_L3_01,2023-04-13 21:00:00,302.19,314.25,1699,43.59,110,No Failure,0
LOG_0004940,MCH_L1_03,2023-04-13 21:30:00,299.8,308.6,1350,37.91,220,No Failure,0
LOG_0004941,MCH_L2_04,2023-04-13 22:00:00,299.96,309.1,1425,34.1,227,No Failure,0
LOG_0004942,MCH_L3_01,2023-04-13 22:30:00,294.85,304.15,1534,32.19,49,No Failure,0
LOG_0004943,MCH_L1_02,2023-04-13 23:00:00,297.89,306.85,1504,39.59,178,No Failure,0
LOG_0004944,MCH_L3_02,2023-04-13 23:30:00,302.11,313.7,1333,39.19,119,No Failure,0
LOG_0004945,MCH_L1_04,2023-04-14 00:00:00,298.04,306.84,1589,43.73,219,No Failure,0
LOG_0004946,MCH_L1_04,2023-04-14 00:30:00,299.6,309.14,1552,28.96,199,No Failure,0
LOG_0004947,MCH_L1_02,2023-04-14 01:00:00,297.85,305.89,1612,29.3,205,No Failure,0
LOG_0004948,MCH_L3_05,2023-04-14 01:30:00,300.58,311.46,1563,42.21,160,No Failure,0
LOG_0004949,MCH_L1_03,2023-04-14 02:00:00,300.98,310.83,1563,43.29,97,No Failure,0
LOG_0004950,MCH_L3_03,2023-04-14 02:30:00,301.05,312.11,1503,47.68,115,No Failure,0
LOG_0004951,MCH_L1_03,2023-04-14 03:00:00,297.15,307.99,1645,54.12,122,No Failure,0
LOG_0004952,MCH_L1_01,2023-04-14 03:30:00,300.27,308.3,1340,37.71,28,No Failure,0
LOG_0004953,MCH_L2_01,2023-04-14 04:00:00,303.94,314.16,1368,45.7,149,No Failure,0
LOG_0004954,MCH_L2_03,2023-04-14 04:30:00,301.87,310.56,1631,31.15,194,Tool Wear,1
LOG_0004955,MCH_L3_02,2023-04-14 05:00:00,300.23,310.4,1466,18.02,239,No Failure,0
LOG_0004956,MCH_L1_03,2023-04-14 05:30:00,295.17,304.47,1391,31.68,214,No Failure,0
LOG_0004957,MCH_L1_05,2023-04-14 06:00:00,299.38,311.58,1601,35.93,2,No Failure,0
LOG_0004958,MCH_L1_01,2023-04-14 06:30:00,304.12,317.32,1581,58.28,5,No Failure,0
LOG_0004959,MCH_L2_05,2023-04-14 07:00:00,303.3,313.01,1261,25.86,167,Tool Wear,1
LOG_0004960,MCH_L2_02,2023-04-14 07:30:00,301.15,311.27,1581,46.3,214,No Failure,0
LOG_0004961,MCH_L2_05,2023-04-14 08:00:00,298.2,305.46,1424,34.97,75,Power Failure,1
LOG_0004962,MCH_L3_03,2023-04-14 08:30:00,300.13,308.16,1558,44.23,196,No Failure,0
LOG_0004963,MCH_L1_01,2023-04-14 09:00:00,301.93,312.39,1490,40.36,4,No Failure,0
LOG_0004964,MCH_L3_02,2023-04-14 09:30:00,302.35,312.31,1573,32.22,2,No Failure,0
LOG_0004965,MCH_L3_01,2023-04-14 10:00:00,300.78,311.29,1498,48.71,3,No Failure,0
LOG_0004966,MCH_L2_04,2023-04-14 10:30:00,302.14,311.18,1350,43.81,190,No Failure,0
LOG_0004967,MCH_L2_03,2023-04-14 11:00:00,299.85,310.21,1306,39.88,215,No Failure,0
LOG_0004968,MCH_L2_02,2023-04-14 11:30:00,299.74,306.7,1338,42.5,4,No Failure,0
LOG_0004969,MCH_L2_05,2023-04-14 12:00:00,298.85,308.12,1366,36.39,188,No Failure,0
LOG_0004970,MCH_L3_05,2023-04-14 12:30:00,301.06,311.62,1552,23.57,222,No Failure,0
LOG_0004971,MCH_L2_02,2023-04-14 13:00:00,302.5,314.54,1615,40.95,56,No Failure,0
LOG_0004972,MCH_L1_05,2023-04-14 13:30:00,301.77,311.63,1462,58.93,98,No Failure,0
LOG_0004973,MCH_L1_05,2023-04-14 14:00:00,296.95,307.66,1392,47.18,169,No Failure,0
LOG_0004974,MCH_L3_01,2023-04-14 14:30:00,297.09,306.29,1503,42.49,82,No Failure,0
LOG_0004975,MCH_L3_03,2023-04-14 15:00:00,302.76,313.29,1263,43.28,183,No Failure,0
LOG_0004976,MCH_L1_05,2023-04-14 15:30:00,300.44,309.85,1574,39.99,199,No Failure,0
LOG_0004977,MCH_L1_01,2023-04-14 16:00:00,300.54,312.89,1491,20.96,155,No Failure,0
LOG_0004978,MCH_L2_03,2023-04-14 16:30:00,300.48,310.09,1508,31.06,54,No Failure,0
LOG_0004979,MCH_L3_02,2023-04-14 17:00:00,304.38,314.18,1435,39.46,165,No Failure,0
LOG_0004980,MCH_L3_01,2023-04-14 17:30:00,298.88,309.81,1425,47.85,22,No Failure,0
LOG_0004981,MCH_L1_01,2023-04-14 18:00:00,302.79,313.39,1302,55.56,134,Overstrain,1
LOG_0004982,MCH_L1_04,2023-04-14 18:30:00,300.58,310.14,1604,30.85,37,No Failure,0
LOG_0004983,MCH_L3_05,2023-04-14 19:00:00,296.0,306.49,1348,45.58,204,No Failure,0
LOG_0004984,MCH_L2_04,2023-04-14 19:30:00,297.94,306.67,1413,21.04,108,No Failure,0
LOG_0004985,MCH_L3_04,2023-04-14 20:00:00,298.48,308.75,1386,37.18,184,No Failure,0
LOG_0004986,MCH_L2_04,2023-04-14 20:30:00,302.73,313.39,1599,39.76,84,No Failure,0
LOG_0004987,MCH_L1_05,2023-04-14 21:00:00,303.07,312.56,1429,54.32,36,No Failure,0
LOG_0004988,MCH_L1_04,2023-04-14 21:30:00,300.88,310.44,1615,33.06,133,No Failure,0
LOG_0004989,MCH_L1_03,2023-04-14 22:00:00,298.69,307.93,1569,37.04,137,No Failure,0
LOG_0004990,MCH_L1_03,2023-04-14 22:30:00,297.72,306.0,1386,48.44,154,No Failure,0
LOG_0004991,MCH_L3_02,2023-04-14 23:00:00,302.84,313.34,1487,33.77,115,No Failure,0
LOG_0004992,MCH_L1_05,2023-04-14 23:30:00,296.79,306.22,1296,35.5,217,No Failure,0
LOG_0004993,MCH_L2_05,2023-04-15 00:00:00,299.74,310.41,1547,27.75,105,No Failure,0
LOG_0004994,MCH_L1_01,2023-04-15 00:30:00,305.91,315.69,1421,45.3,56,No Failure,0
LOG_0004995,MCH_L1_05,2023-04-15 01:00:00,298.7,309.44,1373,27.82,91,No Failure,0
LOG_0004996,MCH_L2_01,2023-04-15 01:30:00,296.82,304.76,1467,48.95,15,No Failure,0
LOG_0004997,MCH_L2_02,2023-04-15 02:00:00,295.59,304.21,1444,29.39,113,No Failure,0
LOG_0004998,MCH_L3_02,2023-04-15 02:30:00,306.01,315.0,1533,33.56,58,Overstrain,1
LOG_0004999,MCH_L2_04,2023-04-15 03:00:00,300.87,312.31,1727,30.03,155,No Failure,0
LOG_0005000,MCH_L1_03,2023-04-15 03:30:00,297.83,308.31,1658,37.6,2,No Failure,0
LOG_0005001,MCH_L3_05,2023-04-15 04:00:00,299.53,309.21,1356,49.15,184,No Failure,0
LOG_0005002,MCH_L1_02,2023-04-15 04:30:00,298.34,307.77,1684,34.06,192,No Failure,0
LOG_0005003,MCH_L3_04,2023-04-15 05:00:00,295.34,306.06,1505,31.67,116,No Failure,0
LOG_0005004,MCH_L1_03,2023-04-15 05:30:00,301.97,311.26,1194,39.85,194,No Failure,0
LOG_0005005,MCH_L3_02,2023-04-15 06:00:00,300.08,310.96,1472,39.44,157,No Failure,0
LOG_0005006,MCH_L2_04,2023-04-15 06:30:00,301.76,311.5,1313,45.77,18,No Failure,0
LOG_0005007,MCH_L3_02,2023-04-15 07:00:00,300.02,311.57,1447,28.82,96,No Failure,0
LOG_0005008,MCH_L2_02,2023-04-15 07:30:00,300.33,309.2,1729,42.02,135,No Failure,0
LOG_0005009,MCH_L2_04,2023-04-15 08:00:00,294.41,304.26,1342,50.54,189,No Failure,0
LOG_0005010,MCH_L3_03,2023-04-15 08:30:00,302.27,311.17,1339,31.37,18,No Failure,0
LOG_0005011,MCH_L1_02,2023-04-15 09:00:00,297.28,309.23,1488,41.62,35,No Failure,0
LOG_0005012,MCH_L1_05,2023-04-15 09:30:00,297.92,307.95,1401,31.35,111,No Failure,0
LOG_0005013,MCH_L3_03,2023-04-15 10:00:00,298.68,307.47,1469,49.31,228,No Failure,0
LOG_0005014,MCH_L1_04,2023-04-15 10:30:00,294.85,303.77,1513,54.38,196,No Failure,0
LOG_0005015,MCH_L3_05,2023-04-15 11:00:00,298.54,309.16,1322,29.88,59,No Failure,0
LOG_0005016,MCH_L1_02,2023-04-15 11:30:00,298.37,306.19,1527,42.48,33,Heat Dissipation,1
LOG_0005017,MCH_L2_04,2023-04-15 12:00:00,299.06,308.85,1408,43.04,182,No Failure,0
LOG_0005018,MCH_L2_04,2023-04-15 12:30:00,295.75,304.73,1628,41.13,229,No Failure,0
LOG_0005019,MCH_L2_01,2023-04-15 13:00:00,302.32,312.13,1395,38.08,154,No Failure,0
LOG_0005020,MCH_L3_01,2023-04-15 13:30:00,301.0,311.12,1414,35.14,166,No Failure,0
LOG_0005021,MCH_L2_01,2023-04-15 14:00:00,297.84,307.72,1388,26.69,238,No Failure,0
LOG_0005022,MCH_L2_03,2023-04-15 14:30:00,298.55,308.23,1450,38.62,41,No Failure,0
LOG_0005023,MCH_L2_01,2023-04-15 15:00:00,302.1,312.3,1327,47.35,41,No Failure,0
LOG_0005024,MCH_L1_01,2023-04-15 15:30:00,299.36,311.46,1562,49.38,87,No Failure,0
LOG_0005025,MCH_L1_04,2023-04-15 16:00:00,296.9,308.43,1436,41.53,175,No Failure,0
LOG_0005026,MCH_L3_03,2023-04-15 16:30:00,299.79,309.38,1597,31.6,158,No Failure,0
LOG_0005027,MCH_L2_02,2023-04-15 17:00:00,297.28,308.15,1507,29.12,21,Heat Dissipation,1
LOG_0005028,MCH_L3_03,2023-04-15 17:30:00,298.23,309.04,1705,34.75,86,No Failure,0
LOG_0005029,MCH_L3_03,2023-04-15 18:00:00,299.87,309.42,1469,23.76,40,No Failure,0
LOG_0005030,MCH_L1_02,2023-04-15 18:30:00,302.64,312.6,1457,18.55,23,No Failure,0
LOG_0005031,MCH_L2_04,2023-04-15 19:00:00,305.06,315.71,1570,28.57,167,No Failure,0
LOG_0005032,MCH_L2_03,2023-04-15 19:30:00,303.41,312.53,1250,42.65,159,No Failure,0
LOG_0005033,MCH_L2_03,2023-04-15 20:00:00,299.82,309.53,1442,26.07,50,No Failure,0
LOG_0005034,MCH_L2_02,2023-04-15 20:30:00,305.64,315.4,1489,42.8,32,No Failure,0
LOG_0005035,MCH_L1_04,2023-04-15 21:00:00,301.4,311.08,1586,32.97,27,No Failure,0
LOG_0005036,MCH_L1_02,2023-04-15 21:30:00,297.55,307.18,1611,50.22,208,No Failure,0
LOG_0005037,MCH_L1_03,2023-04-15 22:00:00,300.24,310.77,1634,34.89,89,No Failure,0
LOG_0005038,MCH_L3_02,2023-04-15 22:30:00,298.36,308.39,1464,36.07,81,No Failure,0
LOG_0005039,MCH_L2_01,2023-04-15 23:00:00,296.88,307.65,1411,33.62,121,No Failure,0
LOG_0005040,MCH_L3_02,2023-04-15 23:30:00,297.06,310.08,1507,33.8,78,Tool Wear,1
LOG_0005041,MCH_L3_02,2023-04-16 00:00:00,299.63,308.99,1468,40.75,101,No Failure,0
LOG_0005042,MCH_L1_05,2023-04-16 00:30:00,301.89,312.15,1299,42.44,190,No Failure,0
LOG_0005043,MCH_L3_02,2023-04-16 01:00:00,302.67,313.28,1519,39.61,21,No Failure,0
LOG_0005044,MCH_L2_03,2023-04-16 01:30:00,296.89,308.2,1390,29.18,17,No Failure,0
LOG_0005045,MCH_L2_01,2023-04-16 02:00:00,299.24,309.76,1472,43.46,212,No Failure,0
LOG_0005046,MCH_L2_01,2023-04-16 02:30:00,301.22,309.91,1465,29.72,210,No Failure,0
LOG_0005047,MCH_L1_01,2023-04-16 03:00:00,300.38,309.59,1756,30.75,1,No Failure,0
LOG_0005048,MCH_L1_04,2023-04-16 03:30:00,301.74,311.92,1607,35.18,93,No Failure,0
LOG_0005049,MCH_L1_05,2023-04-16 04:00:00,298.91,308.08,1576,46.59,88,No Failure,0
LOG_0005050,MCH_L3_02,2023-04-16 04:30:00,303.18,311.41,1616,30.32,153,No Failure,0
LOG_0005051,MCH_L3_01,2023-04-16 05:00:00,299.99,309.02,1458,43.12,38,No Failure,0
LOG_0005052,MCH_L1_03,2023-04-16 05:30:00,301.89,310.93,1350,18.17,16,No Failure,0
LOG_0005053,MCH_L3_03,2023-04-16 06:00:00,299.05,307.84,1240,44.3,238,Heat Dissipation,1
LOG_0005054,MCH_L2_04,2023-04-16 06:30:00,300.15,313.18,1564,48.88,15,No Failure,0
LOG_0005055,MCH_L1_01,2023-04-16 07:00:00,296.01,306.39,1566,45.17,154,No Failure,0
LOG_0005056,MCH_L2_01,2023-04-16 07:30:00,297.91,308.05,1408,39.57,176,No Failure,0
LOG_0005057,MCH_L2_01,2023-04-16 08:00:00,299.48,310.58,1423,34.09,130,No Failure,0
LOG_0005058,MCH_L2_05,2023-04-16 08:30:00,300.25,312.41,1403,32.0,41,No Failure,0
LOG_0005059,MCH_L1_05,2023-04-16 09:00:00,306.7,317.16,1404,32.81,62,No Failure,0
LOG_0005060,MCH_L3_02,2023-04-16 09:30:00,299.05,310.27,1439,34.89,229,No Failure,0
LOG_0005061,MCH_L3_05,2023-04-16 10:00:00,296.56,305.96,1540,47.95,28,No Failure,0
LOG_0005062,MCH_L1_05,2023-04-16 10:30:00,304.26,313.17,1627,38.97,129,No Failure,0
LOG_0005063,MCH_L2_05,2023-04-16 11:00:00,302.7,313.79,1497,46.66,106,No Failure,0
LOG_0005064,MCH_L3_04,2023-04-16 11:30:00,297.11,308.18,1651,65.87,103,No Failure,0
LOG_0005065,MCH_L3_03,2023-04-16 12:00:00,301.16,312.12,1784,54.05,13,No Failure,0
LOG_0005066,MCH_L1_05,2023-04-16 12:30:00,302.09,312.24,1547,39.87,11,No Failure,0
LOG_0005067,MCH_L2_01,2023-04-16 13:00:00,300.41,309.47,1492,35.24,23,No Failure,0
LOG_0005068,MCH_L2_03,2023-04-16 13:30:00,300.81,310.23,1220,47.08,27,No Failure,0
LOG_0005069,MCH_L1_02,2023-04-16 14:00:00,298.42,309.81,1572,47.07,230,No Failure,0
LOG_0005070,MCH_L2_01,2023-04-16 14:30:00,301.26,310.55,1507,44.57,145,No Failure,0
LOG_0005071,MCH_L1_01,2023-04-16 15:00:00,298.77,308.99,1510,52.54,216,No Failure,0
LOG_0005072,MCH_L1_04,2023-04-16 15:30:00,293.39,302.46,1473,31.97,100,No Failure,0
LOG_0005073,MCH_L3_04,2023-04-16 16:00:00,300.49,310.26,1447,42.43,133,No Failure,0
LOG_0005074,MCH_L2_05,2023-04-16 16:30:00,295.81,304.51,1380,39.69,236,No Failure,0
LOG_0005075,MCH_L1_03,2023-04-16 17:00:00,302.53,312.44,1596,45.8,29,No Failure,0
LOG_0005076,MCH_L2_04,2023-04-16 17:30:00,297.17,306.6,1174,36.08,222,No Failure,0
LOG_0005077,MCH_L1_03,2023-04-16 18:00:00,293.87,301.82,1553,43.13,33,No Failure,0
LOG_0005078,MCH_L3_05,2023-04-16 18:30:00,295.58,306.37,1318,24.8,210,No Failure,0
LOG_0005079,MCH_L2_01,2023-04-16 19:00:00,299.9,310.63,1653,39.83,185,No Failure,0
LOG_0005080,MCH_L1_01,2023-04-16 19:30:00,300.47,310.54,1460,54.55,155,No Failure,0
LOG_0005081,MCH_L3_02,2023-04-16 20:00:00,296.47,305.12,1567,35.58,199,No Failure,0
LOG_0005082,MCH_L2_01,2023-04-16 20:30:00,297.32,305.99,1522,39.14,74,No Failure,0
LOG_0005083,MCH_L1_04,2023-04-16 21:00:00,299.98,312.78,1643,49.09,180,No Failure,0
LOG_0005084,MCH_L2_03,2023-04-16 21:30:00,302.43,309.28,1721,44.0,15,No Failure,0
LOG_0005085,MCH_L3_03,2023-04-16 22:00:00,296.97,305.66,1639,25.45,153,No Failure,0
LOG_0005086,MCH_L3_01,2023-04-16 22:30:00,300.95,313.53,1574,38.81,192,No Failure,0
LOG_0005087,MCH_L2_04,2023-04-16 23:00:00,295.65,308.61,1465,43.26,184,No Failure,0
LOG_0005088,MCH_L1_04,2023-04-16 23:30:00,300.79,312.83,1558,51.62,158,No Failure,0
LOG_0005089,MCH_L2_05,2023-04-17 00:00:00,301.89,312.53,1623,50.02,26,No Failure,0
LOG_0005090,MCH_L3_02,2023-04-17 00:30:00,301.31,310.55,1453,39.45,111,No Failure,0
LOG_0005091,MCH_L2_05,2023-04-17 01:00:00,302.49,310.47,1508,45.4,235,No Failure,0
LOG_0005092,MCH_L2_01,2023-04-17 01:30:00,302.32,312.81,1408,39.34,48,No Failure,0
LOG_0005093,MCH_L1_01,2023-04-17 02:00:00,304.62,313.7,1604,35.72,136,No Failure,0
LOG_0005094,MCH_L1_04,2023-04-17 02:30:00,300.27,312.01,1560,49.32,25,Heat Dissipation,1
LOG_0005095,MCH_L2_02,2023-04-17 03:00:00,304.62,312.4,1347,48.74,5,No Failure,0
LOG_0005096,MCH_L3_02,2023-04-17 03:30:00,297.64,307.88,1540,42.29,134,No Failure,0
LOG_0005097,MCH_L3_05,2023-04-17 04:00:00,299.49,310.6,1476,34.45,12,No Failure,0
LOG_0005098,MCH_L1_01,2023-04-17 04:30:00,299.71,310.93,1515,39.77,176,No Failure,0
LOG_0005099,MCH_L2_03,2023-04-17 05:00:00,297.39,308.39,1415,40.33,9,No Failure,0
LOG_0005100,MCH_L3_02,2023-04-17 05:30:00,294.1,304.51,1658,47.84,42,No Failure,0
LOG_0005101,MCH_L2_05,2023-04-17 06:00:00,302.17,312.32,1421,37.4,109,No Failure,0
LOG_0005102,MCH_L3_02,2023-04-17 06:30:00,297.68,308.77,1755,40.24,176,No Failure,0
LOG_0005103,MCH_L3_01,2023-04-17 07:00:00,299.0,309.41,1517,41.59,222,No Failure,0
LOG_0005104,MCH_L2_01,2023-04-17 07:30:00,303.96,314.41,1464,37.71,111,Overstrain,1
LOG_0005105,MCH_L1_05,2023-04-17 08:00:00,301.43,311.47,1553,42.18,100,No Failure,0
LOG_0005106,MCH_L2_05,2023-04-17 08:30:00,304.35,313.89,1537,40.95,17,No Failure,0
LOG_0005107,MCH_L3_01,2023-04-17 09:00:00,300.3,308.68,1737,33.06,10,No Failure,0
LOG_0005108,MCH_L3_05,2023-04-17 09:30:00,301.39,309.98,1555,35.27,9,No Failure,0
LOG_0005109,MCH_L3_04,2023-04-17 10:00:00,299.4,308.94,1277,28.03,155,No Failure,0
LOG_0005110,MCH_L2_04,2023-04-17 10:30:00,297.88,307.74,1423,33.72,212,No Failure,0
LOG_0005111,MCH_L1_02,2023-04-17 11:00:00,301.38,310.22,1597,52.13,52,No Failure,0
LOG_0005112,MCH_L1_05,2023-04-17 11:30:00,298.91,307.66,1479,45.62,53,No Failure,0
LOG_0005113,MCH_L2_01,2023-04-17 12:00:00,301.61,311.17,1439,33.17,152,No Failure,0
LOG_0005114,MCH_L2_02,2023-04-17 12:30:00,298.57,309.65,1419,38.37,5,No Failure,0
LOG_0005115,MCH_L1_05,2023-04-17 13:00:00,299.56,307.02,1389,32.61,105,Overstrain,1
LOG_0005116,MCH_L2_04,2023-04-17 13:30:00,299.76,308.63,1530,46.17,138,No Failure,0
LOG_0005117,MCH_L1_01,2023-04-17 14:00:00,302.69,312.88,1420,42.14,32,No Failure,0
LOG_0005118,MCH_L2_02,2023-04-17 14:30:00,298.94,310.48,1661,45.8,68,No Failure,0
LOG_0005119,MCH_L2_05,2023-04-17 15:00:00,302.97,315.56,1400,37.32,225,No Failure,0
LOG_0005120,MCH_L2_02,2023-04-17 15:30:00,297.74,307.33,1343,48.51,95,No Failure,0
LOG_0005121,MCH_L1_04,2023-04-17 16:00:00,300.67,310.24,1497,29.87,234,No Failure,0
LOG_0005122,MCH_L2_04,2023-04-17 16:30:00,298.28,308.11,1255,34.96,173,No Failure,0
LOG_0005123,MCH_L3_04,2023-04-17 17:00:00,302.79,313.06,1211,36.62,87,No Failure,0
LOG_0005124,MCH_L3_02,2023-04-17 17:30:00,297.95,307.9,1574,46.82,204,No Failure,0
LOG_0005125,MCH_L3_01,2023-04-17 18:00:00,298.21,308.35,1506,35.38,54,No Failure,0
LOG_0005126,MCH_L1_05,2023-04-17 18:30:00,296.86,305.26,1249,31.79,234,No Failure,0
LOG_0005127,MCH_L1_04,2023-04-17 19:00:00,300.26,308.27,1510,40.08,197,No Failure,0
LOG_0005128,MCH_L3_03,2023-04-17 19:30:00,301.48,312.34,1464,60.72,225,Overstrain,1
LOG_0005129,MCH_L2_02,2023-04-17 20:00:00,301.21,310.98,1317,31.7,50,Tool Wear,1
LOG_0005130,MCH_L1_04,2023-04-17 20:30:00,299.64,310.64,1587,50.53,24,No Failure,0
LOG_0005131,MCH_L3_05,2023-04-17 21:00:00,298.35,308.62,1682,39.93,104,No Failure,0
LOG_0005132,MCH_L1_03,2023-04-17 21:30:00,299.3,307.58,1730,40.05,22,No Failure,0
LOG_0005133,MCH_L2_04,2023-04-17 22:00:00,299.4,311.26,1539,34.88,177,No Failure,0
LOG_0005134,MCH_L3_01,2023-04-17 22:30:00,300.63,310.67,1502,45.31,45,No Failure,0
LOG_0005135,MCH_L2_03,2023-04-17 23:00:00,300.46,309.56,1712,48.83,204,No Failure,0
LOG_0005136,MCH_L1_01,2023-04-17 23:30:00,304.35,313.71,1530,52.79,219,No Failure,0
LOG_0005137,MCH_L2_02,2023-04-18 00:00:00,300.1,308.65,1459,42.43,235,No Failure,0
LOG_0005138,MCH_L2_04,2023-04-18 00:30:00,300.9,311.3,1421,34.12,171,No Failure,0
LOG_0005139,MCH_L2_03,2023-04-18 01:00:00,300.18,310.05,1566,55.19,140,Overstrain,1
LOG_0005140,MCH_L2_03,2023-04-18 01:30:00,299.18,311.6,1303,36.15,198,No Failure,0
LOG_0005141,MCH_L3_03,2023-04-18 02:00:00,300.89,311.51,1639,33.44,175,No Failure,0
LOG_0005142,MCH_L2_01,2023-04-18 02:30:00,298.95,311.3,1333,42.46,144,No Failure,0
LOG_0005143,MCH_L3_01,2023-04-18 03:00:00,299.85,308.7,1398,31.81,200,No Failure,0
LOG_0005144,MCH_L1_04,2023-04-18 03:30:00,302.9,312.5,1537,35.75,13,No Failure,0
LOG_0005145,MCH_L2_03,2023-04-18 04:00:00,298.79,309.86,1709,45.33,157,No Failure,0
LOG_0005146,MCH_L1_03,2023-04-18 04:30:00,300.97,311.68,1467,64.42,104,No Failure,0
LOG_0005147,MCH_L3_03,2023-04-18 05:00:00,293.8,303.78,1373,44.81,229,Heat Dissipation,1
LOG_0005148,MCH_L2_04,2023-04-18 05:30:00,299.54,308.25,1628,50.07,121,No Failure,0
LOG_0005149,MCH_L3_03,2023-04-18 06:00:00,298.77,306.16,1447,35.69,157,No Failure,0
LOG_0005150,MCH_L1_02,2023-04-18 06:30:00,300.3,310.04,1298,42.27,32,Power Failure,1
LOG_0005151,MCH_L1_02,2023-04-18 07:00:00,299.41,309.2,1572,23.7,119,No Failure,0
LOG_0005152,MCH_L3_02,2023-04-18 07:30:00,300.35,310.5,1473,28.67,181,Heat Dissipation,1
LOG_0005153,MCH_L3_03,2023-04-18 08:00:00,299.05,307.32,1470,41.33,184,No Failure,0
LOG_0005154,MCH_L3_05,2023-04-18 08:30:00,300.97,309.91,1588,43.01,216,No Failure,0
LOG_0005155,MCH_L3_02,2023-04-18 09:00:00,295.71,306.18,1599,47.18,30,No Failure,0
LOG_0005156,MCH_L2_02,2023-04-18 09:30:00,300.28,310.98,1409,38.39,22,No Failure,0
LOG_0005157,MCH_L3_02,2023-04-18 10:00:00,297.66,307.9,1514,52.83,179,No Failure,0
LOG_0005158,MCH_L2_05,2023-04-18 10:30:00,302.92,312.5,1313,44.68,218,No Failure,0
LOG_0005159,MCH_L1_04,2023-04-18 11:00:00,297.62,306.2,1469,24.59,224,No Failure,0
LOG_0005160,MCH_L2_05,2023-04-18 11:30:00,302.49,313.63,1394,24.6,114,No Failure,0
LOG_0005161,MCH_L2_03,2023-04-18 12:00:00,299.97,310.84,1474,41.09,53,No Failure,0
LOG_0005162,MCH_L2_04,2023-04-18 12:30:00,295.43,304.74,1450,37.98,174,No Failure,0
LOG_0005163,MCH_L2_02,2023-04-18 13:00:00,297.81,308.81,1478,41.88,176,No Failure,0
LOG_0005164,MCH_L1_05,2023-04-18 13:30:00,302.12,312.04,1299,37.14,83,No Failure,0
LOG_0005165,MCH_L2_03,2023-04-18 14:00:00,301.98,311.16,1341,34.9,55,No Failure,0
LOG_0005166,MCH_L1_04,2023-04-18 14:30:00,296.75,307.86,1473,33.76,91,No Failure,0
LOG_0005167,MCH_L1_02,2023-04-18 15:00:00,303.91,314.03,1679,39.51,7,No Failure,0
LOG_0005168,MCH_L3_01,2023-04-18 15:30:00,299.94,309.43,1587,47.14,149,No Failure,0
LOG_0005169,MCH_L3_05,2023-04-18 16:00:00,302.21,310.67,1552,30.85,61,No Failure,0
LOG_0005170,MCH_L3_02,2023-04-18 16:30:00,296.97,305.54,1428,38.82,53,Overstrain,1
LOG_0005171,MCH_L2_01,2023-04-18 17:00:00,298.86,309.88,1386,52.11,162,No Failure,0
LOG_0005172,MCH_L2_04,2023-04-18 17:30:00,301.04,311.58,1574,25.2,118,No Failure,0
LOG_0005173,MCH_L1_01,2023-04-18 18:00:00,299.22,307.82,1360,45.46,222,No Failure,0
LOG_0005174,MCH_L3_01,2023-04-18 18:30:00,292.7,301.27,1695,38.23,107,No Failure,0
LOG_0005175,MCH_L2_05,2023-04-18 19:00:00,299.52,312.04,1494,33.37,87,No Failure,0
LOG_0005176,MCH_L3_02,2023-04-18 19:30:00,295.09,305.65,1741,35.29,14,No Failure,0
LOG_0005177,MCH_L2_02,2023-04-18 20:00:00,297.32,308.77,1704,48.78,113,No Failure,0
LOG_0005178,MCH_L2_05,2023-04-18 20:30:00,296.49,308.28,1550,38.89,236,No Failure,0
LOG_0005179,MCH_L2_04,2023-04-18 21:00:00,302.83,311.72,1545,30.86,222,No Failure,0
LOG_0005180,MCH_L2_05,2023-04-18 21:30:00,303.62,315.71,1422,32.63,4,No Failure,0
LOG_0005181,MCH_L2_04,2023-04-18 22:00:00,300.85,309.56,1658,35.76,213,No Failure,0
LOG_0005182,MCH_L2_05,2023-04-18 22:30:00,299.42,310.3,1454,47.38,16,No Failure,0
LOG_0005183,MCH_L3_01,2023-04-18 23:00:00,300.07,309.93,1297,35.73,91,No Failure,0
LOG_0005184,MCH_L3_03,2023-04-18 23:30:00,302.83,313.7,1638,39.79,116,No Failure,0
LOG_0005185,MCH_L1_03,2023-04-19 00:00:00,295.04,304.79,1565,34.12,130,No Failure,0
LOG_0005186,MCH_L3_01,2023-04-19 00:30:00,297.31,307.97,1438,36.61,146,No Failure,0
LOG_0005187,MCH_L3_03,2023-04-19 01:00:00,302.51,314.14,1531,38.62,101,No Failure,0
LOG_0005188,MCH_L1_05,2023-04-19 01:30:00,303.03,314.37,1503,32.09,218,No Failure,0
LOG_0005189,MCH_L2_03,2023-04-19 02:00:00,301.47,311.4,1677,33.36,208,No Failure,0
LOG_0005190,MCH_L2_03,2023-04-19 02:30:00,297.39,306.25,1379,35.57,223,No Failure,0
